Latitude,Longitude
3410137.158,-488285.4307
3410152.247,-488301.4779
3410165.463,-488315.4946
3410179.474,-488329.8597
3410196.74,-488347.2502
3410210.999,-488362.181
3410225.387,-488377.4905
3410239.558,-488392.9061
3410253.617,-488408.3267
3410267.543,-488423.2724
3410281.82,-488438.5869
3410296.195,-488453.6083
3410310.66,-488468.1447
3410325.244,-488482.868
3410339.601,-488497.5054
3410354.074,-488512.2337
3410368.36,-488527.7398
3410382.065,-488542.6953
3410396.346,-488558.1054
3410410.739,-488573.5104
3410425.11,-488588.4355
3410439.832,-488603.7292
3410454.442,-488619.028
3410468.223,-488633.2104
3410482.821,-488648.2212
3410497.919,-488664.4593
3410511.837,-488679.2124
3410525.405,-488693.5968
3410539.497,-488707.2841
3410553.563,-488720.3955
3410567.833,-488733.1128
3410582.389,-488744.7592
3410597.14,-488755.8197
3410613.092,-488766.3445
3410629.56,-488775.9803
3410646.228,-488785.126
3410663.092,-488793.6858
3410680.476,-488801.4525
3410698.043,-488808.3453
3410715.686,-488814.4652
3410734.107,-488820.5496
3410752.852,-488826.4269
3410771.593,-488832.2082
3410791.005,-488838.0551
3410810.638,-488843.8918
3410830.166,-488849.8295
3410850.261,-488856.0297
3410870.81,-488862.4016
3410891.128,-488868.5917
3410911.783,-488874.8625
3410932.887,-488881.209
3410952.85,-488886.9343
3410973.488,-488892.8212
3410994.477,-488899.0767
3411014.355,-488905.3828
3411034.681,-488911.7646
3411055.666,-488917.924
3411075.846,-488923.543
3411096.672,-488928.6518
3411118.154,-488933.5383
3411138.736,-488938.1773
3411159.606,-488941.8414
3411180.411,-488944.0661
3411200.39,-488945.2705
3411221.445,-488945.6566
3411242.879,-488944.5829
3411264.06,-488942.8476
3411284.428,-488940.38
3411304.171,-488936.4023
3411323.653,-488931.571
3411343.317,-488925.866
3411362.489,-488919.1256
3411378.986,-488912.3149
3411397.105,-488904.4686
3411418.99,-488893.758
3411436.773,-488883.4268
3411454.944,-488871.8278
3411472.187,-488859.4058
3411488.191,-488846.6556
3411503.933,-488833.0519
3411519.636,-488818.5846
3411535.325,-488803.8295
3411551.01,-488788.9784
3411566.593,-488774.3244
3411582.612,-488759.4582
3411599.04,-488743.8041
3411615.023,-488728.1703
3411631.007,-488712.5366
3411647.302,-488696.4079
3411663.388,-488680.5773
3411679.602,-488665.1255
3411696.034,-488649.5676
3411711.609,-488634.7221
3411727.614,-488619.5684
3411745.451,-488603.0812
3411762.866,-488587.0941
3411779.636,-488571.6173
3411795.97,-488556.3526
3411812.394,-488540.6032
3411828.946,-488525.2326
3411845.383,-488509.7711
3411861.926,-488494.2086
3411878.039,-488478.9543
3411894.049,-488463.8971
3411910.597,-488448.4307
3411927.251,-488432.8634
3411943.808,-488417.589
3411960.032,-488402.3299
3411976.482,-488387.1567
3411992.697,-488371.7057
3412008.271,-488356.8609
3412023.628,-488342.1223
3412038.981,-488327.2877
3412054.226,-488312.5542
3412069.378,-488298.2096
3412084.398,-488283.3903
3412099.293,-488268.2882
3412113.522,-488253.2166
3412126.827,-488237.4178
3412139.093,-488220.801
3412150.315,-488203.2702
3412160.268,-488184.7396
3412168.875,-488165.9818
3412176.358,-488146.9869
3412183.272,-488127.7293
3412189.677,-488107.0527
3412195.376,-488085.5429
3412200.669,-488064.917
3412206.172,-488043.9931
3412212.009,-488023.054
3412217.623,-488002.1251
3412222.908,-487981.3074
3412228.082,-487960.4947
3412233.039,-487939.7881
3412238.307,-487918.5867
3412243.806,-487897.567
3412249.198,-487876.6484
3412254.407,-487856.6035
3412259.536,-487837.2354
3412264.652,-487817.5794
3412269.99,-487797.9133
3412275.461,-487778.722
3412280.971,-487760.3943
3412287.037,-487742.0414
3412293.462,-487724.249
3412300.221,-487706.4416
3412307.659,-487688.8916
3412315.469,-487672.1901
3412324.267,-487655.1553
3412334.316,-487638.7366
3412345.161,-487622.6664
3412356.796,-487606.8487
3412369.116,-487591.3845
3412382.568,-487576.3496
3412397.468,-487561.345
3412411.865,-487547.5171
3412427.987,-487532.457
3412445.732,-487516.3615
3412462.307,-487501.4732
3412478.976,-487486.196
3412495.334,-487471.4138
3412511.669,-487456.1519
3412528.112,-487440.789
3412544.683,-487425.8049
3412560.92,-487410.836
3410442.07,-484790.4785
3410430.953,-484808.0021
3410420.52,-484825.8795
3410410.788,-484844.4946
3410402.406,-484863.4333
3410394.926,-484882.6198
3410388.535,-484901.2762
3410383.388,-484920.3573
3410379.057,-484940.2669
3410375.388,-484960.0505
3410372.591,-484979.41
3410370.558,-484998.4464
3410368.982,-485017.7507
3410368.223,-485037.8836
3410368.558,-485057.5823
3410370.029,-485077.8066
3410372.615,-485098.0767
3410376.278,-485117.5287
3410381.171,-485137.1174
3410386.371,-485156.1152
3410391.798,-485175.1989
3410397.011,-485194.4845
3410401.678,-485213.9873
3410405.922,-485233.9899
3410409.158,-485253.8459
3410410.728,-485273.7772
3410410.512,-485293.597
3410408.466,-485312.3457
3410405.169,-485330.4778
3410400.035,-485349.8471
3410393.111,-485369.0089
3410384.926,-485387.3624
3410375.583,-485404.7105
3410364.752,-485421.1643
3410352.127,-485437.3147
3410338.77,-485452.0557
3410324.357,-485465.5945
3410308.884,-485477.8349
3410292.679,-485488.6661
3410275.857,-485498.1788
3410258.642,-485506.363
3410240.49,-485513.5318
3410221.94,-485519.2761
3410203.099,-485523.495
3410184.307,-485526.3653
3410165.219,-485527.6141
3410146.28,-485527.2213
3410127.929,-485525.0709
3410109.415,-485521.7738
3410090.746,-485517.5221
3410071.851,-485513.1843
3410052.969,-485509.1345
3410034.331,-485505.5545
3410015.163,-485502.5754
3409996.047,-485500.748
3409976.429,-485500.0973
3409956.32,-485500.9114
3409937.032,-485502.6501
3409917.796,-485505.5404
3409900.146,-485509.0321
3409882.539,-485513.4836
3409864.779,-485519.4807
3409848.814,-485525.7813
3409833.226,-485533.0266
3409817.881,-485540.7416
3409803.243,-485549.2904
3409789.07,-485558.2988
3409775.149,-485567.9691
3409761.606,-485578.5841
3409748.434,-485590.0478
3409736.062,-485601.9561
3409724.298,-485614.9911
3409712.581,-485629.0818
3409701.575,-485644.1022
3409691.384,-485659.9511
3409681.353,-485676.8508
3409672.357,-485694.4731
3409664.296,-485713.1108
3409657.403,-485732.946
3409651.66,-485753.5948
3409646.61,-485774.7892
3409642.136,-485796.4384
3409637.783,-485818.2745
3409633.553,-485840.3936
3409629.546,-485862.5026
3409625.743,-485884.2176
3409622.608,-485905.9025
3409620.352,-485927.3553
3409619.172,-485947.9899
3409619.653,-485968.453
3409621.758,-485987.8809
3409625.572,-486008.1931
3409630.946,-486028.5308
3409637.609,-486047.8483
3409645.655,-486065.7567
3409655.474,-486083.4885
3409667.155,-486100.5589
3409679.78,-486116.3363
3409693.698,-486131.1894
3409709.004,-486144.7293
3409725.595,-486157.1531
3409743.244,-486168.3748
3409761.255,-486177.7527
3409779.65,-486185.7669
3409799.099,-486192.4829
3409819.636,-486198.6687
3409839.751,-486205.3545
3409859.257,-486213.3182
3409879.378,-486222.6002
3409898.223,-486233.1904
3409915.912,-486245.2755
3409933.026,-486259.4062
3409948.419,-486274.8651
3409962.211,-486291.8391
3409974.492,-486309.8433
3409985.128,-486328.4029
3409993.924,-486348.1038
3410000.858,-486368.4662
3410006.125,-486388.9041
3410009.638,-486409.9024
3410011.608,-486431.2592
3410011.877,-486451.9237
3410010.161,-486472.9669
3410006.534,-486493.6159
3410001.308,-486513.3757
3409994.306,-486533.2161
3409985.731,-486552.7433
3409975.783,-486571.4671
3409964.02,-486589.4079
3409950.444,-486606.6615
3409935.795,-486622.329
3409920.663,-486637.1529
3409904.974,-486652.002
3409889.376,-486666.3663
3409873.764,-486680.4427
3409857.943,-486694.8171
3409841.891,-486709.0097
3409826.293,-486723.3741
3409811.254,-486737.8094
3409796.215,-486752.2446
3409781.714,-486766.2708
3409767.601,-486779.0292
3409753.372,-486791.6967
3409738.729,-486805.0562
3409724.732,-486817.9056
3409710.525,-486831.0531
3409695.895,-486844.7007
3409681.582,-486857.9492
3409666.842,-486871.6019
3409652.016,-486885.8355
3409637.417,-486900.155
3409622.481,-486914.3937
3409607.856,-486928.1375
3409592.39,-486942.9774
3409576.596,-486957.9284
3409561.549,-486972.1723
3409546.292,-486986.7143
3409531.471,-487001.0442
3409516.313,-487015.2932
3409501.483,-487029.4312
3409487.205,-487043.4481
3409473.384,-487057.7327
3409460.473,-487072.457
3409448.388,-487088.2017
3409437.572,-487104.9468
3409428.453,-487122.2881
3409421.347,-487139.8266
3409415.822,-487157.8704
3409411.763,-487176.3285
3409409.365,-487194.615
3409408.199,-487213.038
3409408.827,-487231.7641
3409410.565,-487250.4399
3409412.761,-487269.3834
3409415.086,-487288.7057
3409417.548,-487308.5989
3409420.459,-487328.5679
3409423.72,-487348.9057
3409427.119,-487369.8143
3409430.406,-487390.7279
3409434.014,-487411.3385
3409438.181,-487432.0198
3409443.007,-487452.4788
3409448.353,-487472.1447
3409454.404,-487492.6442
3409461.362,-487513.4872
3409469.041,-487533.0471
3409477.577,-487551.8947
3409486.648,-487570.2371
3409496.051,-487588.5644
3409505.873,-487606.2956
3409516.797,-487623.7843
3409528.503,-487641.3336
3409540.409,-487658.3929
3409552.968,-487675.1339
3409566.732,-487691.4354
3409581.158,-487707.6105
3409596.38,-487724.1342
3409611.459,-487739.9911
3409627.44,-487756.0954
3409643.302,-487772.0128
3409658.941,-487787.9402
3409674.714,-487804.3424
3409690.948,-487821.1083
3409707.079,-487838.0711
3409723.451,-487855.4077
3409740.378,-487872.719
3409757.189,-487889.9393
3409774.009,-487907.3515
3409790.954,-487925.0465
3409807.77,-487942.3626
3409824.457,-487959.2998
3409841.029,-487976.146
3409857.486,-487992.9013
3409872.686,-488008.9443
3409888.023,-488025.558
3409903.458,-488041.8787
3409917.965,-488057.376
3409932.814,-488073.0501
3409948.108,-488088.7038
3409963.304,-488104.6506
3409978.85,-488120.966
3409993.828,-488137.0187
3410008.677,-488152.6925
3410023.878,-488168.7351
3410039.322,-488185.2473
3410054.868,-488201.5625
3410070.162,-488217.2159
3410085.794,-488232.9501
3410101.216,-488248.9823
3410116.536,-488265.2114
3410132.083,-488281.5263
3410146.71,-488297.2099
3410161.689,-488313.2621
3410177.111,-488329.294
3410192.081,-488345.1542
3410207.068,-488361.3983
3410222.495,-488377.526
3410237.918,-488393.5578
3410253.451,-488409.5845
3410268.896,-488426.096
3410284.439,-488442.3145
3410299.968,-488458.245
3410315.866,-488474.9281
3410331.627,-488491.0404
3410347.045,-488506.9759
3410362.841,-488523.8558
3410378.401,-488540.458
3410393.961,-488557.06
3410410.428,-488574.0054
3410426.428,-488590.4912
3410441.975,-488606.8052
3410457.27,-488622.4575
3410472.347,-488638.2158
3410487.188,-488653.6963
3410501.453,-488668.7222
3410516.055,-488683.8288
3410530.31,-488698.6627
3410544.877,-488713.0014
3410559.068,-488726.3957
3410573.654,-488738.7139
3410588.671,-488750.724
3410603.867,-488761.7641
3410619.37,-488772.2133
3410635.727,-488781.8541
3410652.493,-488790.7068
3410669.446,-488798.7817
3410686.919,-488806.0634
3410704.242,-488812.4865
3410722.223,-488818.6871
3410740.737,-488824.3826
3410759.358,-488829.9771
3410778.202,-488835.5614
3410797.049,-488841.2416
3410816.23,-488846.9066
3410835.984,-488852.9301
3410854.836,-488858.7062
3410875.153,-488864.8963
3410896.493,-488871.5206
3410917.366,-488877.6853
3410938.346,-488883.749
3410959.668,-488889.9893
3410981.11,-488896.4165
3411002.552,-488902.8437
3411023.754,-488908.897
3411044.982,-488915.5262
3411065.757,-488921.9836
3411086.618,-488927.8602
3411107.909,-488933.4285
3411129.076,-488938.714
3411149.866,-488943.055
3411171.044,-488946.1281
3411192.049,-488947.8628
3411213.113,-488948.4407
3411234.457,-488947.8519
3411255.651,-488946.4045
3411276.259,-488944.3106
3411296.699,-488940.9743
3411316.874,-488936.6884
3411336.44,-488931.2763
3411356.278,-488924.5055
3411375.855,-488916.8812
3411394.623,-488908.6206
3411412.81,-488899.8096
3411430.402,-488890.1603
3411447.63,-488879.8544
3411464.481,-488868.6042
3411480.422,-488856.9147
3411496.728,-488843.4776
3411513.199,-488828.7829
3411529.107,-488813.9216
3411544.685,-488799.1715
3411560.878,-488783.2396
3411577.395,-488767.1006
3411594.023,-488750.9565
3411610.758,-488734.7115
3411627.172,-488718.7696
3411644.027,-488702.7115
3411660.655,-488686.5677
3411677.408,-488670.7067
3411694.267,-488654.7447
3411710.699,-488639.1869
3411727.242,-488623.6241
3411744.444,-488607.839
3411761.2,-488592.0742
3411777.846,-488576.3145
3411794.496,-488560.6508
3411811.138,-488544.7953
3411827.775,-488528.8438
3411844.514,-488512.6954
3411860.921,-488496.5623
3411877.336,-488480.6211
3411893.764,-488464.9678
3411910.845,-488448.9964
3411928.158,-488433.2067
3411944.817,-488417.7354
3411961.805,-488402.153
3411978.895,-488386.3736
3411995.23,-488371.1095
3412012.627,-488354.7393
3412030.233,-488338.0712
3412046.657,-488322.3224
3412062.65,-488306.8817
3412078.967,-488291.2341
3412094.516,-488275.8137
3412109.602,-488260.0299
3412123.556,-488243.8169
3412136.066,-488227.6698
3412147.849,-488210.2096
3412158.041,-488192.0527
3412166.589,-488174.4515
3412174.436,-488156.113
3412181.466,-488136.9464
3412187.918,-488117.3253
3412193.936,-488097.9164
3412199.571,-488077.4671
3412205.288,-488056.3412
3412211.009,-488035.3112
3412216.823,-488013.8924
3412222.842,-487992.0797
3412228.835,-487969.6913
3412234.917,-487946.818
3412240.431,-487923.6823
3412245.954,-487900.7384
3412251.711,-487878.0724
3412257.927,-487855.674
3412264.373,-487833.4575
3412270.068,-487811.8521
3412275.661,-487790.4437
3412281.412,-487770.0858
3412287.489,-487749.5208
3412294.343,-487728.9205
3412301.297,-487710.5272
3412309.443,-487691.4066
3412318.464,-487671.9577
3412328.32,-487653.7209
3412339.526,-487635.8073
3412351.758,-487618.424
3412365.118,-487601.374
3412379.833,-487584.7431
3412395.121,-487568.4709
3412410.768,-487552.7592
3412426.215,-487537.5375
3412442.755,-487521.8815
3412459.407,-487506.2204
3412475.849,-487490.8574
3412492.847,-487475.4691
3412509.302,-487460.3941
3412525.438,-487445.622
3412541.586,-487431.1379
3412557.192,-487416.9669
3412572.483,-487403.195
3410448.402,-484785.2878
3410436.294,-484803.0486
3410425.199,-484821.0521
3410415.027,-484839.7832
3410405.961,-484858.3682
3410398.246,-484877.2768
3410391.099,-484896.4482
3410385.255,-484914.8876
3410380.112,-484934.0647
3410375.67,-484953.9793
3410372.356,-484974.2277
3410370.628,-484995.0775
3410369.673,-485015.7962
3410369.491,-485036.3838
3410370.304,-485056.8301
3410371.665,-485077.0595
3410373.652,-485096.3949
3410376.661,-485116.165
3410380.807,-485136.4607
3410386.145,-485156.0293
3410391.909,-485175.1938
3410397.554,-485194.1715
3410402.665,-485213.6541
3410407.229,-485233.3538
3410410.474,-485253.4017
3410411.834,-485273.631
3410411.635,-485293.8347
3410409.531,-485313.74
3410405.397,-485333.064
3410399.712,-485352.5544
3410392.575,-485371.9182
3410384.27,-485390.0847
3410374.18,-485408.1398
3410362.833,-485425.4825
3410349.968,-485441.259
3410335.163,-485455.9695
3410319.422,-485469.6646
3410303.166,-485481.8443
3410286.619,-485492.4985
3410269.9,-485501.8143
3410252.45,-485509.7207
3410234.921,-485515.8996
3410215.905,-485521.1842
3410195.807,-485524.6906
3410176.523,-485526.5253
3410157.294,-485527.1074
3410137.765,-485525.972
3410119.174,-485523.4477
3410099.741,-485519.5191
3410079.842,-485515.1306
3410060.618,-485510.904
3410040.62,-485506.8084
3410020.449,-485503.7787
3410000.453,-485502.1834
3409980.399,-485501.7448
3409960.063,-485502.473
3409939.66,-485504.166
3409920.86,-485506.8442
3409902.779,-485510.644
3409885.048,-485514.8126
3409868.124,-485519.6178
3409850.822,-485525.8827
3409833.025,-485533.5165
3409815.631,-485542.6707
3409798.734,-485552.9566
3409781.995,-485564.2932
3409766.206,-485576.9333
3409751.335,-485590.2049
3409737.593,-485603.8103
3409724.864,-485617.6583
3409712.148,-485631.7943
3409700.026,-485646.7689
3409688.964,-485663.042
3409679.083,-485680.8005
3409670.352,-485699.3724
3409662.532,-485718.3841
3409655.63,-485738.0273
3409649.75,-485758.1052
3409645.091,-485778.1278
3409640.818,-485799.2871
3409636.811,-485821.3961
3409633.333,-485842.904
3409629.624,-485864.2301
3409626.098,-485884.6824
3409622.764,-485904.4528
3409620.212,-485924.284
3409618.771,-485944.0649
3409618.756,-485963.3964
3409620.412,-485982.7485
3409623.615,-486001.8381
3409628.252,-486020.6704
3409634.197,-486038.8664
3409641.799,-486056.7949
3409650.69,-486073.7033
3409660.777,-486089.9804
3409672.291,-486105.8081
3409684.539,-486120.6408
3409697.721,-486133.9885
3409712.179,-486146.028
3409727.154,-486157.1786
3409742.743,-486167.1472
3409758.947,-486175.9339
3409775.854,-486183.0537
3409793.504,-486189.3705
3409811.802,-486195.2731
3409829.768,-486201.1908
3409847.64,-486207.4974
3409865.44,-486214.6728
3409883.198,-486223.3888
3409899.779,-486233.1199
3409916.224,-486244.7805
3409932.555,-486258.8505
3409947.482,-486273.8496
3409960.906,-486290.071
3409972.828,-486307.5145
3409983.481,-486326.458
3409992.606,-486346.0478
3410000.202,-486366.284
3410006.073,-486387.7524
3410010.069,-486409.5943
3410012.07,-486431.6229
3410012.174,-486453.5452
3410010.03,-486474.9924
3410005.967,-486495.8535
3410000.004,-486516.5124
3409992.467,-486536.8579
3409983.123,-486556.6122
3409972.066,-486575.3865
3409959.631,-486593.2615
3409945.705,-486610.1464
3409930.411,-486626.324
3409914.318,-486642.057
3409897.99,-486657.5123
3409881.337,-486673.1746
3409864.876,-486688.1551
3409848.406,-486702.9437
3409831.74,-486718.3183
3409815.287,-486733.4909
3409798.733,-486748.8605
3409782.502,-486764.0231
3409766.49,-486779.0796
3409749.632,-486795.1363
3409732.002,-486811.3244
3409715.229,-486826.8003
3409698.465,-486842.4682
3409682.031,-486858.025
3409666.027,-486873.2738
3409649.708,-486888.9217
3409633.495,-486904.4686
3409617.602,-486919.7125
3409601.488,-486934.9665
3409585.937,-486950.3873
3409569.951,-486966.0203
3409554.157,-486980.9714
3409538.909,-486995.7053
3409524.613,-487009.3382
3409509.245,-487023.8853
3409493.028,-487039.3366
3409478.323,-487053.7576
3409464.519,-487068.4262
3409451.746,-487083.7213
3409440.687,-487099.9965
3409431.319,-487116.772
3409423.209,-487134.2599
3409417.005,-487152.046
3409412.582,-487169.8474
3409409.86,-487188.341
3409408.71,-487207.1479
3409408.68,-487226.0963
3409410.206,-487244.9741
3409412.53,-487264.2964
3409414.957,-487283.4218
3409417.846,-487302.9109
3409421.151,-487324.2085
3409424.336,-487345.3191
3409427.495,-487365.8539
3409431.001,-487386.6614
3409434.857,-487407.8378
3409438.922,-487428.7161
3409443.649,-487449.4681
3409449.047,-487470.2858
3409455.082,-487490.4013
3409461.867,-487509.9056
3409469.212,-487529.4807
3409477.433,-487548.7274
3409486.308,-487567.6558
3409495.947,-487586.2609
3409506.119,-487604.3609
3409517.18,-487622.4204
3409528.757,-487639.5908
3409540.77,-487656.5491
3409553.68,-487673.6588
3409567.137,-487690.5513
3409581.457,-487706.8275
3409596.43,-487722.7855
3409611.731,-487738.6322
3409627.26,-487754.5648
3409642.925,-487771.0681
3409658.702,-487787.5664
3409674.234,-487803.5948
3409689.883,-487819.7141
3409705.633,-487835.6363
3409720.695,-487851.1089
3409736.468,-487867.511
3409752.6,-487884.4737
3409768.483,-487900.8705
3409784.815,-487917.3431
3409801.285,-487934.3865
3409817.861,-487951.3288
3409834.566,-487968.6498
3409851.164,-487986.0719
3409867.647,-488003.403
3409884.459,-488020.6229
3409901.279,-488038.0346
3409917.878,-488055.4565
3409934.694,-488072.7722
3409951.506,-488089.9918
3409967.629,-488106.7619
3409983.655,-488123.8249
3409999.694,-488141.1758
3410015.937,-488158.1326
3410032.412,-488175.2712
3410048.899,-488192.6976
3410065.032,-488209.6593
3410081.04,-488226.3381
3410097.506,-488243.2845
3410114.198,-488260.3168
3410130.22,-488277.2833
3410146.024,-488294.3559
3410161.233,-488310.59
3410177.344,-488327.0715
3410193.348,-488343.6539
3410209.002,-488359.8676
3410224.189,-488375.6216
3410239.852,-488392.0271
3410255.754,-488408.8064
3410271.309,-488425.3129
3410287.305,-488441.7031
3410303.19,-488458.0983
3410319.181,-488474.3925
3410335.421,-488491.2523
3410351.212,-488508.0363
3410367.354,-488525.189
3410383.922,-488541.9375
3410400.247,-488558.2162
3410416.598,-488575.0707
3410432.962,-488592.2131
3410449.087,-488608.9816
3410465.109,-488625.9471
3410481.012,-488642.7257
3410496.452,-488659.1406
3410512.577,-488675.9089
3410528.809,-488692.5762
3410544.672,-488708.4908
3410560.496,-488723.5416
3410576.836,-488737.7033
3410593.581,-488750.981
3410610.842,-488763.3696
3410628.854,-488775.1469
3410647.032,-488785.6664
3410665.819,-488794.9079
3410686.228,-488803.1137
3410707.065,-488810.9152
3410727.768,-488818.242
3410747.877,-488824.7303
3410768.874,-488831.1781
3410791.009,-488838.151
3410813.126,-488844.7401
3410834.696,-488851.5463
3410856.489,-488858.3424
3410878.845,-488865.305
3410901.078,-488871.9848
3410923.426,-488878.7554
3410945.769,-488885.43
3410967.997,-488892.0137
3410990.23,-488898.6933
3411012.124,-488905.2921
3411033.229,-488911.6385
3411054.786,-488918.1564
3411076.348,-488924.7703
3411097.43,-488930.6367
3411118.268,-488936.0334
3411139.52,-488940.738
3411160.946,-488944.3768
3411182.537,-488946.7579
3411203.756,-488948.2905
3411225.025,-488948.4745
3411246.685,-488947.4866
3411268.292,-488945.3471
3411289.612,-488941.7783
3411310.769,-488937.063
3411331.446,-488931.6003
3411352.066,-488924.89
3411372.54,-488917.4171
3411392.739,-488908.8027
3411410.93,-488900.0877
3411430.167,-488889.8825
3411449.572,-488878.5157
3411467.833,-488866.4319
3411485.165,-488853.525
3411502.333,-488839.4716
3411519.018,-488824.5749
3411535.352,-488809.3095
3411551.767,-488793.3674
3411568.591,-488776.6374
3411585.864,-488759.9831
3411603.47,-488743.3137
3411621.293,-488726.5382
3411638.682,-488709.975
3411656.39,-488693.1087
3411674.525,-488675.8385
3411692.762,-488658.3712
3411711.111,-488640.899
3411729.251,-488623.7248
3411747.715,-488606.3436
3411766.49,-488588.4675
3411784.608,-488570.8137
3411802.739,-488553.4478
3411821.292,-488535.582
3411839.316,-488518.3172
3411857.443,-488500.8556
3411876.116,-488483.1768
3411894.581,-488465.796
3411912.725,-488448.7184
3411931.078,-488431.3428
3411949.56,-488414.346
3411967.619,-488397.8494
3411986.306,-488380.4588
3412005.095,-488362.8713
3412022.901,-488345.7132
3412040.281,-488328.9592
3412057.452,-488312.5033
3412074.96,-488296.1283
3412091.802,-488279.7836
3412107.738,-488263.0957
3412122.768,-488246.0644
3412136.964,-488227.8212
3412149.987,-488208.2852
3412161.203,-488188.1586
3412170.949,-488167.522
3412178.997,-488146.2897
3412186.221,-488124.0373
3412192.649,-488101.4365
3412198.402,-488078.6742
3412204.173,-488056.2958
3412210.041,-488033.6245
3412215.701,-488011.2512
3412221.254,-487988.9789
3412226.335,-487968.5551
3412232.007,-487946.4698
3412238.224,-487921.6673
3412243.862,-487898.8144
3412249.424,-487876.7342
3412254.973,-487854.3662
3412260.74,-487831.8921
3412266.306,-487809.9079
3412271.988,-487788.0147
3412277.825,-487767.076
3412283.318,-487748.3645
3412290.292,-487727.951
3412299.863,-487703.4771
3412308.645,-487683.6545
3412318.346,-487664.4632
3412329.277,-487645.4082
3412341.457,-487626.8734
3412354.995,-487608.8537
3412369.649,-487590.8795
3412385.64,-487572.9406
3412402.115,-487555.8452
3412419.158,-487539.0124
3412436.984,-487522.2402
3412454.929,-487505.6549
3412473.318,-487489.0495
3412491.511,-487473.03
3412509.065,-487457.6165
3412527.271,-487441.8849
3412545.58,-487425.9564
3412562.689,-487410.5633
3410445.93,-484787.2267
3410433.101,-484806.2702
3410421.382,-484825.2635
3410410.929,-484845.1613
3410401.72,-484865.4838
3410393.39,-484885.5742
3410386.419,-484906.1801
3410380.479,-484927.4127
3410375.64,-484948.4031
3410372.263,-484969.7121
3410369.882,-484990.88
3410368.273,-485011.9167
3410367.549,-485032.8173
3410367.833,-485053.8646
3410369.348,-485075.0486
3410371.947,-485095.6066
3410375.653,-485116.0183
3410380.328,-485135.713
3410385.674,-485155.4735
3410391.397,-485176.1787
3410396.774,-485196.6109
3410401.449,-485216.3056
3410405.48,-485236.5102
3410408.413,-485257.053
3410409.586,-485278.0601
3410408.867,-485299.0567
3410406.233,-485319.563
3410401.946,-485340.4326
3410395.331,-485361.5037
3410386.998,-485381.4987
3410377.258,-485399.9225
3410365.071,-485418.3611
3410351.28,-485435.8144
3410335.887,-485452.2824
3410318.779,-485467.7703
3410301.243,-485481.162
3410282.634,-485492.9675
3410263.075,-485503.4696
3410242.993,-485512.2645
3410221.705,-485518.9983
3410199.437,-485523.7569
3410177.514,-485526.2881
3410156.384,-485526.6678
3410134.62,-485525.345
3410112.769,-485522.1028
3410091.652,-485517.8657
3410070.283,-485512.9668
3410048.576,-485507.987
3410026.691,-485503.9769
3410004.093,-485501.4416
3409981.799,-485500.7197
3409959.682,-485501.4324
3409658.751,-485735.674
3409652.742,-485755.373
3409647.426,-485775.6178
3409642.585,-485796.5142
3409638.726,-485816.9815
3409635.187,-485837.1458
3409631.572,-485858.083
3409627.944,-485878.7323
3409625.113,-485897.3258
3409622.561,-485917.157
3409620.971,-485938.5795
3409620.961,-485958.007
3409622.292,-485977.5661
3409624.841,-485996.9739
